signal_name,timestamp_ms,value,message_id,message_name,unit
Sus_Pot,197,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,298,375.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,399,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,499,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,600,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,701,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,802,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,903,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,1001,25.8,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,1001,25.86,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,1004,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1104,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1205,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1306,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1407,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1508,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1609,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1709,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1810,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,1911,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,2000,26.04,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,2000,25.98,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,2012,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2113,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2213,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2314,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2415,374.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2516,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2617,370.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2717,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2818,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,2919,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,2999,26.1,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,2999,26.04,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,3020,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3121,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3222,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3322,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3423,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3524,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3625,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3726,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3827,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,3927,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,3998,26.23,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,3999,25.92,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,4028,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4129,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4230,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4331,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4431,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4532,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4633,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4734,374.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4835,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,4935,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,4997,25.91,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,4998,26.14,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,5036,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5137,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5238,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5338,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5439,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5540,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5641,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5741,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5842,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,5943,369.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,5996,26.17,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,5996,26.23,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,6044,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6144,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6245,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6346,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6447,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6548,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6648,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6749,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6850,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,6951,373.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,6995,25.91,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,6995,25.92,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,7052,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7152,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7253,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7354,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7455,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7556,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7656,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7757,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7858,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,7959,373.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,7994,25.8,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,7994,26.03,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,8060,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8160,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8261,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8362,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8463,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8564,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8664,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8765,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8866,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,8967,372.0,0x538,BR_Broker_Sus,ADC Values
Tire_Temp_3,8993,26.03,0x530,BR_Broker_Temp1,Celcius
Tire_Temp_7,8993,26.03,0x531,BR_Broker_Temp2,Celcius
Sus_Pot,9067,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9168,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9269,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9370,372.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9470,374.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9571,371.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9672,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9773,373.0,0x538,BR_Broker_Sus,ADC Values
Sus_Pot,9873,371.0,0x538,BR_Broker_Sus,ADC Values
