signal_name,timestamp_ms,value,message_id,message_name,unit
Set_Current,114,0.0,0x20D,ECU_Set_Current_Front_Left_Inverter,A
Set_Current_Brake,114,0.0,0x20E,ECU_Set_Current_Brake_Front_Left_Inverter,A
Set_Current,114,0.0,0x20F,ECU_Set_Current_Front_Right_Inverter,A
Set_Current_Brake,115,0.0,0x210,ECU_Set_Current_Brake_Front_Right_Inverter,A
Set_Current,115,0.0,0x200,ECU_Set_Current_Rear_Inverter,A
Set_Current_Brake,115,0.0,0x201,ECU_Set_Current_Brake_Rear_Inverter,A
APPS1_Throttle,116,896.0,0x202,ECU_Throttle,
APPS2_Throttle,116,1646.0,0x202,ECU_Throttle,
Front_Brake_Pressure,116,110.0,0x203,ECU_Brake,
Rear_Brake_Pressure,116,0.0,0x203,ECU_Brake,
Brake_Pressed,116,0.0,0x203,ECU_Brake,
Implausibility_Present,116,0.0,0x204,ECU_Implausibility,
APPSs_Disagreement_Imp,116,0.0,0x204,ECU_Implausibility,
BPPC_Imp,116,0.0,0x204,ECU_Implausibility,
Brake_Invalid_Imp,116,0.0,0x204,ECU_Implausibility,
APPSs_Invalid_Imp,116,0.0,0x204,ECU_Implausibility,
BMS_Command,116,0.0,0x205,ECU_BMS_Command_Message,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Drive_State,117,0.0,0x206,ECU_Drive_Status,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Set_Current,214,0.0,0x20D,ECU_Set_Current_Front_Left_Inverter,A
Set_Current_Brake,214,0.0,0x20E,ECU_Set_Current_Brake_Front_Left_Inverter,A
Set_Current,215,0.0,0x20F,ECU_Set_Current_Front_Right_Inverter,A
Set_Current_Brake,215,0.0,0x210,ECU_Set_Current_Brake_Front_Right_Inverter,A
Set_Current,215,0.0,0x200,ECU_Set_Current_Rear_Inverter,A
Set_Current_Brake,216,0.0,0x201,ECU_Set_Current_Brake_Rear_Inverter,A
APPS1_Throttle,216,896.0,0x202,ECU_Throttle,
APPS2_Throttle,216,1646.0,0x202,ECU_Throttle,
Front_Brake_Pressure,216,110.0,0x203,ECU_Brake,
Rear_Brake_Pressure,216,0.0,0x203,ECU_Brake,
Brake_Pressed,216,0.0,0x203,ECU_Brake,
Implausibility_Present,216,0.0,0x204,ECU_Implausibility,
APPSs_Disagreement_Imp,216,0.0,0x204,ECU_Implausibility,
BPPC_Imp,216,0.0,0x204,ECU_Implausibility,
Brake_Invalid_Imp,216,0.0,0x204,ECU_Implausibility,
APPSs_Invalid_Imp,216,0.0,0x204,ECU_Implausibility,
BMS_Command,217,0.0,0x205,ECU_BMS_Command_Message,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Drive_State,217,0.0,0x206,ECU_Drive_Status,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Set_Current,314,0.0,0x20D,ECU_Set_Current_Front_Left_Inverter,A
Set_Current_Brake,315,0.0,0x20E,ECU_Set_Current_Brake_Front_Left_Inverter,A
Set_Current,315,0.0,0x20F,ECU_Set_Current_Front_Right_Inverter,A
Set_Current_Brake,315,0.0,0x210,ECU_Set_Current_Brake_Front_Right_Inverter,A
Set_Current,316,0.0,0x200,ECU_Set_Current_Rear_Inverter,A
Set_Current_Brake,316,0.0,0x201,ECU_Set_Current_Brake_Rear_Inverter,A
APPS1_Throttle,316,896.0,0x202,ECU_Throttle,
APPS2_Throttle,316,1646.0,0x202,ECU_Throttle,
Front_Brake_Pressure,316,110.0,0x203,ECU_Brake,
Rear_Brake_Pressure,316,0.0,0x203,ECU_Brake,
Brake_Pressed,316,0.0,0x203,ECU_Brake,
Implausibility_Present,317,0.0,0x204,ECU_Implausibility,
APPSs_Disagreement_Imp,317,0.0,0x204,ECU_Implausibility,
BPPC_Imp,317,0.0,0x204,ECU_Implausibility,
Brake_Invalid_Imp,317,0.0,0x204,ECU_Implausibility,
APPSs_Invalid_Imp,317,0.0,0x204,ECU_Implausibility,
BMS_Command,317,0.0,0x205,ECU_BMS_Command_Message,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Drive_State,317,0.0,0x206,ECU_Drive_Status,"0: IDLE
1: PRECHARGE
2: NEUTRAL
3: DRIVE
4: FAULT"
Max_Discharge_Current,397,0.0,0x150,BMS_SOE,A
Max_Regen_Current,397,0.0,0x150,BMS_SOE,A
Battery_Voltage,397,0.0,0x150,BMS_SOE,V
Battery_Temperature,397,0.0,0x150,BMS_SOE,C
Battery_Current,397,0.0,0x150,BMS_SOE,A
InternalFault_Summary,397,1.0,0x151,BMS_Faults,
External_Fault,397,1.0,0x151,BMS_Faults,
